product_code,naics_code,raw_annotations,product_text
B00I0CXFUC,325412,"['325411', '325412', '-1', '325412', '325412']","Conimex Sambal Manis 3 jars x ea 6fl oz173ml





"
B00B59QDEC,311612,"['311612', '311111', '311612', '311612']","Keystone Meats All Natural Canned Beef Ground 14 Ounce

145 oz can
All natural premium canned meats that have no carbs no gluten and only two ingredients Beef and Sea Salt
Fully cookedReady to eat All NaturalNo MSG or other preservatives No water added Chunk styleMaintains texture and flavor Gluten Free Low in SodiumFat Shelf stable
Ideal for chefs home and restaurant campers boaters survivalists etc
Lima OH"
B07FFKHVHG,311920,"['311920', '325411', '311920', '311920', '325191', '311920', '311920', '311920', '325411', '311920']","Traditional Medicinals Yellow Pau DArco Herbal Tea 16 Tea Bags Pack of 6

Traditionally used in South America pau darco contributes to a healthy you
NonGMO verified All Ingredients Certified Organic Kosher
Herbal Supplement The highest quality pharmacopoeia grade herbs
Taste Warm aromatic and mildly spiced
Contains one box containing 16 sealed tea bags"
B01M1SLMJX,311340,"['311340', '311340', '311930', '311930', '311340']","Del Monte Canned Yellow Cling Peach Halves in Heavy Syrup 29Ounce Can

Del Monte yellow cling peaches are picked at the peak of ripeness and packed in heavy syrup for a delicious fruity treat
Conveniently packed in a can for easy storage so you can always have delicious fruit on hand
Perfect for all your favorite fruit desserts such as cobblers pies and cake
Blend with ice for a fruity drink or simply open up a can for an easy and delicious fruit treat
Grown in the USA"
B08PHZJXQ4,311312,"['311312', '325199', '311313', '311312', '325199']","SweetLeaf Natural Stevia Sweetener 70 Count

Natural sweetener made from the stevia leaf
Ideal for people with diabetes or for those looking to manage their weight
No calories or carbs no artificial ingredients
Nonglycemic response no bitterness or aftertaste
Non GMO Project Verified"
B006HZIUYA,311911,"['-1', '311911', '311911', '311911', '311911', '311821']","JUMBO SUNFLOWER SEEDS Original 16Ounce Pack of 6

Roasted and Salted Sunflower Seeds
Great for snacking and long lasting energy
Great whole food source of antioxidants and Vitamin E
High in Protein Low in carbs
Low on Sodium Big on taste"
B000GZWDNG,311823,"['311823', '311999', '-1', '311999', '311823']","Thai Kitchen Onion Instant Noodle 16000Ounce Pack of 12

GlutenFree Made With GlutenFree Ingredients Thai Kitchen Instant Rice Ramen Soup Is Sure To Satisfy Your Craving For An Asian Noodle Soup
Quick  Easy Just Add Water And Microwave For 3 Minutes For A Quick Meal At Home Or On The Go Our Gluten Free Ramen Are Steamed and Not Fried
Authentic Thai Flavors Specially Blended Seasonings Combined With Delicate Rice Noodles
Steamed Noodles Our Gluten Free Ramen Noodles Are Steamed Our Perfectly Spiced Broth Makes For A Delicious Rice Noodle Soup
Value Pack Get The Best Value With Our 12Pack"
B008QMTQBI,311999,"['311999', '311822', '311822', '311999', '311999', '311999', '311211']","Maple Grove Farms Pancake  Waffle Mix Buttermilk  Honey 24 Ounce

You already love Maple Grove Farms syrup so why not drizzle it over scrumptious homemade pancakes or waffles
Buttermilk  Honey Pancake and Waffle Mix has no artificial color flavor or preservatives added It is a superior blend of wheat and graham flour with buttermilk and honey
The perfect addition to a classic country breakfast
Sealed inner bag to keep the freshness
Now everyone can enjoy the great taste of Maple Grove Farms"
B00EJLJZNY,325998,"['311611', '325998', '311999', '311611', '311612', '325998', '325998', '311999']","Great Lakes Pure Beef Gelatin 16oz 4Pack
Unflavored Kosher Beef Collagen has all the same benefits as the hydrolysate Beef Gelatin will clump up in cold liquids It is recommended to either dissolve in hot liquid or room temperature liquids which allows product to dissolve or swellGreat for Teeth Hair and Nails Supplies abundant calcium magnesium and phosphorus which builds strong nails teeth and hair Antiaging Collagen depletion usually starts when we are in our late 20s Wrinkles Skin creams that contain collagen are useless because the collagen is too large to be absorbed by the skin Stretch Marks Helps the skins firmness elasticity and functioning Cellulite Caused by a breakdown of collagen Liver Detox The human body needs a great deal of glycine for detoxification from exposure to chemicals in our toxic environment Weight loss Gelatin is full of protein which makes people full Lowers Inflammation Provides Proline and Glycine that balance out the Tryptophan and Cysteine Gelatin also helps with Digestion Leaky Gut Strong Bones Arthritis Support High Metabolism Adrenals Hormone Balance Wound Repair Allergies Muscle MaintenanceBRBR Unflavored Kosher Beef Gelatin dietary supplement Collagen joint care is Pure protein A Type B derived from alkaline or lime processed materials primarily cattle or calf hides and ossein The raw material used for production of gelatin is the naturally occurring protein collagen which is commercially sourced from the meat industry from healthy grass fed animals and designated for human consumption Each stage of the manufacturing process is rigorously controlled in modern laboratories to ensure purity and quality The process of converting collagen into gelatin involves several cleansing and purification steps The end result is an off white dry powder of the utmost purity
BEEF GELATIN Our premium gelatin made of ONE simple ingredient provides you with exceptional cooking functionality at a fair price
SINCE 1922 Great Lakes Gelatin has been used for generations and it can be found in kitchens worldwide
FEATURES Our beef gelatin is a versatile cooking ingredient that is used in many thickening and gelling cooking applications from gelatin desserts to puddings to sauces It will dissolve in hot liquids and it will thicken upon cooling It is also nearly tasteless colorless and odorless
FUNCTIONAL BENEFITS Thickener stabilizer gelling agent CONVERSIONS 1 tbsp  1 envelope or 3 12 sheets 1 tbsp gels 1 pint of liquid
QUALITY GrassFed  PastureRaised Kosher KetoCertified PaleoFriendly Gluten Free NonGMO Glyphosate Free"
B079TSJ1TF,311320,"['311320', '311340', '311320', '311320', '311311']","Taras All Natural Handcrafted Gourmet Original Madagascar Vanilla Caramel Small Batch Kettle Cooked Creamy  Individually Wrapped  Original Vanilla 115 Ounce

OLD FASHIONED CRAFT QUALITY  Taras caramels are kettle cooked in small batches from a century old recipe Grandmas were so good we didnt change them
SIMPLE PREMIUM NATURAL INGREDIENTS  We use real butter fresh heavy cream and Madagascar vanilla No high fructose corn syrup or fat fillers We use Grandmas same recipe from 100 years ago
NATURALLY RICH CARAMEL FLAVOR  Taras handmade gourmet caramels have the homemade taste and color you can only get from carefully crafting in small batches No artificial flavors or colors added  GLUTEN FREE and KOSHER
SOFT CREAMY BUTTERY TEXTURE  Individually wrapped high quality caramel means a soft bite that doesnt stick to your teeth
INGREDIENTS  Corn syrup sweetened condensed milk heavy cream invert sugar butter brown sugar sugar natural flavor sea salt soy lecithin"
B0019ILYIO,311919,"['311812', '311919', '311919', '311830', '311919']","Benzels Thin Pretzel Twists





"
B00ZGSXG7U,311330,"['311340', '311330', '311340', '311330', '311330', '311821']","Welchs Fruit Snacks Berries N Cherries 9 oz

Value Pack
Bitesized snacks that are made with real fruit for the delicious taste
Glutenfree

"
B00099XLBM,311999,"['311999', '311999', '-1', '311212', '311999']","Uncle Bens Converted Original Enriched ParBoiled Long Grain Rice  32 oz 2 lb 907 g

The package weight of the product is 2 pounds
The package width of the product is 53 inches
The package height of the product is 17 inches
The package weight of the product is 2 pounds
"
B002MGEU6U,339941,"['339941', '339942', '339944', '339942', '339941']","EXPO Low Odor Dry Erase Markers Chisel Tip Basic Assorted 4 pk
Expo Dry Erase Chisel Point Markers
Sold as 4Pack
Consistent marking bold color and great erasability
Quickdrying
For use on whiteboards and glass
"
B010KJLZ8G,326199,"['326199', '332211', '326140', '0', '326199', '326199']","Chinet Cut Crystal 10 In Clear Plastic Plates
Chinet Cut Crystal 10 inch Plastic Plates 24 count 10 plastic plates Disposable
Chinet Cut Crystal 10 inch Plastic Plates Pack of 12 10 plastic plates Disposable



"
B00Q08EQG0,311340,"['-1', '311340', '311340', '311340', '-1']","Sathers Mini Chuckles Jelly Candy LemonAniseOrangeLime 35 Ounce Pack of 12

Used by both professional and amateur anglers
Superior strength and stability
Made using the highest quality components

"
B07F1YVP8K,311514,"['325414', '311514', '325414', '311514', '311514']","Vegan Yogurt Starter Kit  Cultures for Health  All the supplies you need to make delicious plantbased yogurt
Designed for beginners this kit contains our triedandtrue favorite supplies to help you make thick dairyfree yogurt at home with soy milk coconut milk and more Makes up to 8 quarts 32 cups of dairyfree yogurt Directset single use culture make yogurt when you want Contains Vegan Yogurt Starter Culture Pomonas Pectin a thermometer our organic cotton nut milk bag and instructions
Make dairyfree yogurt with nearly any nondairy milk
Probioticrich
Great for beginners
You control what goes into your food
Fun DIY project"
B00HK3Z7GM,332212,"['332211', '332212', '-1', '332212', '332213']","CUTCO Model 1755 Turn n Serve with Classic Dark Brown handle often called Black
Thin enough to slide under your threelayer creation the wide blade ensures you wont drop a crumb
CUTCO Forever Guarantee provides for free sharpening and replacement forever
Highly engineered thermoresin ergonomic handles will not crack chip fade or absorb material
Manufactured in the USA by American craftworkers
Americas 1 brand in quality cutlery for over 60 years
Strength and durability mean these will be used for seasons to come"
B081S5XD2S,311513,"['311513', '311513', '311514', '311991', '311513']","Kraft Grated Parmesan Cheese 24 Oz

24 ounce size with flavor lock cap
100 real grated Parmesan
No Fillers
Recipe ideas on package
Ideal for food service"
B07NLL1YDL,311330,"['311320', '311330', '311340', '311320', '311330', '311330']","MMS Candies Peanut Chocolate 62 Ounce Jar Pack of 1
When it comes to candy chocolate is the fan favorite Chocolate taffy chocolate chips chocolate pretzels and even chocolate covered wafers Then there are the mixtures such as strawberry and chocolate that somehow come into candy bar form But how about peanut butter chocolate The best combination of flavors is now available in its classic formula with this MMS Peanut Chocolate Candy Plastic Jar Pantry Size 62 oz Now you have enough to share with your friends and family
Pantry sized jars have a resalable lid so theyre easy to serve
Colorful way to enhance your favorite desserts
Made with real milk chocolate and surrounded by a colorful candy shell

"
B08BD83152,311920,"['311920', '312111', '311920', '312112', '311920']","Honest Tea Organic Fair Trade Half Tea  Half Lemonade Gluten Free 169 Fl Oz 12 Pack

Add the refreshing summer taste of realbrewed black tea mixed to perfection with lemon juice extract to your day with this USDA Organic certified Honest Tea Half Tea and Half Lemonade sweetened with organic cane sugar
Committed to the highest standards of quality Honest Tea organic teas are sourced from only the finest tea leaves and organic ingredients from around the globe
All Honest Tea organic iced tea beverages are realbrewed with Fair Trade Certified tea leaves glutenfree OUKosher certified and nonGMO No GMOs means that if there is a bioengineered version of an ingredient we dont use it
This organic half tea and half lemonade ships as a pack of 12 169fluid ounce recyclable plastic bottles
"
B00RGUTIJG,311821,"['311821', '311823', '311821', '311821', '311823']","RITZ Fresh Stacks Whole Wheat Crackers 8 Count 116 oz

One 116 oz box with 8 stacks of RITZ Fresh Stacks Whole Wheat Crackers
Classic RITZ crackers baked with the goodness of whole wheat
Perfect crackers for snacking appetizers or quick meals
Fresh Stacks are individually wrapped for onthego convenience
Contains 5 grams of whole grain per 15 gram serving"
B00060ORVW,311999,"['311999', '0', '311812', '311822', '311999']","Banquet Homestyle Bakes Chicken Mashed Potatoes and Biscuits 309 Ounce





"
B01KJNYB3E,311411,"['311411', '311930', '311411', '325199', '311411', '312111']","Ocean Spray Diet Juice Drink CranGrape 6 Count

No artificial flavors sweeteners or preservatives
No high fructose corn syrup
From the growers at ocean spray  grower owned since 1930
100 vitamin c
"
B01GN3F3ZO,311712,"['311712', '311711', '311712', '311712', '325411']","OIL SESAME KADOYA SYSCO 156OZ

Country of origin is Japan
The package dimension of the product is 84L x 63W x 47H
The package weight of the product is 41 pounds

"
B001E6USEW,312111,"['312111', '312111', '312113', '311821', '312111', '312112']","Pepsi Caffeine Free 12 Fl Oz pack of 12

Pack of 12 12 ounces cans
Only 150 calories
Great Pepsi taste without the caffeine
Perfect for parties meals and celebrations big and small
"
B0038BGMN2,0,"['0', '0', '325612', '326299', '325612']","Goo Gone Original  Adhesive Remover  3 Fl Oz
The Goo Gones line of products is a trusted brand we stand by our products for all of your dirty sticky messes Safe for you your surfaces and your home Please explore our line of Goo Gone Original ProPower All Purpose Sticker Lifter Spray Gel Patio Grill Oven Automotive Tile  Grout Clean Up Wipes Kitchen Degreasers Paint and more There are so many ways to remove tough messes with Goo Gone Products Specifically formulated with Citrus Power Goo Gones portfolio of products effortlessly cleans up stains and sticky messes around your entire home From gum to grease fabric to fiberglass you can count on Goo Gone to safely remove almost any problem and restore your surfaces to their original condition If you cant undo it ungoo it Remove sticky greasy messes with Goo Gone Original and return your surfaces to their original condition Try it on stickers wax markers crayons glue tar window decals glitter gum labels and so much more There are multiple uses around the house for Goo Gone Original Everything from wine glass label remover scuff eraser window sill cleaner adhesive remover tar cleaner crayon drawing eraser to glue remover Goo Gone is safe on cars we suggest to test on an inconspicuous area before using it in full After youre done wash the area with hot soapy water Do not allow Goo Gone Original to sit on rubber as it can deteriorate it Keep a bottle or two handy for anything life may throw at you or your walls floors cars etc You get it Goo Gone is surface safe so it is a safe alternative to abrasive cleaners that may damage your surfaces Sit back and let Goo Gone take care of your toughest messes
Works On  stickers candle wax permanent marker crayon glue gum tape residue adhesive paint tree sap tar and more
Removes Stickers  great for removing stickers from your surfaces
Quick Clean  perfect for quickly cleaning surfaces without damaging them
Picks Up Gum  quickly and easily removes gum and other sticky residues from carpet
Safe To Use  on carpet clothing painted surfaces plastics ceramicporcelain glass finished wood fabric sealed stone and metals"
B08D3W523D,311312,"['311312', '325320', '325320', '311514', '311312']","Telephone Product of Thailand Agar Powder 088 Ounce Pack of 5

elephone Brand Agar Agar Powder  Product of Thailand 5x 088 Oz



"
B00OOX74S0,311821,"['311830', '311821', '311821', '311821', '311823', '311830']","Raw Wraps Gluten Free Paleo Vegan Keto Friendly Food Shelf Stable 5 Wraps per Pack  Vegan Low Carb Tortilla Wraps Spinach Flavor

 HOLDS TOGETHER Wont crack when folded or fall apart mid bite Use with hot and cold filings Round not square making it easier to wrap Pairs well with savory food 5 Eight Inch Wraps per bag
 SOFT OR CRISPY Make crispy sandwich melts using sandwich press quesadillas burritos enchiladas breakfast burrito pizza crust or lunch wraps
 DIET COMPATABILITY Eat every day not just cheat daysonly 60 calories per wrap Free of top food allergens paleo diet keto diet only 8 net carbs for the whole wrap low carb whole 30 Weight Watchers 2points DASH diet low sodium diabetics no added sugar
 EAT ANYTIME ANYWHERE Squishproof lightweight  portable Perfect for camping  backpacking Great for emergency food storage Take along and swap out that bun for a healthier gluten free alternative Long one year shelf life
 NO TRICKS Non GMO Verified Vegan raw paleo keto friendly Gluten free soynutcorn free no fillers no additives no preservatives no natural flavors or sneaky ingredients  and no tricks Made in small batches from fresh whole produce"
B089G3C7RH,311930,"['311930', '311999', '-1', '311999', '311930']","Alpine Spiced Cider Sugar Free Apple Flavored Drink Mix 14oz Box Pack of 3
Alpine Spiced Cider Sugar Free Apple Flavored Drink Mix 14oz Box Pack of 3
Alpine
Pack of 3
Sugar Free Apple Flavored Drink Mix
Spiced Cider
14oz Box"
B007RFIPTO,311612,"['311611', '311612', '311911', '311612', '311612']","Buffalo Bobs Wild Game Meat Snacks Variety Pack 14 Items
Products range from 075oz to 10oz In the event any of the products are unavailable we will substitute with a random flavor
50 Calories Ea
Low Casrb
High Protein
USDA Certified
Assortment of different flavoirs"
B00BF95RI0,322224,"['322224', '0', '0', '322224', '-1']","Sun Maid Cranberries Pouches 5 Ounce Pack of 12

Pack of 125 ounce bags
Stay fresh reclosable zipper


"
B000QV0M6K,337122,"['337122', '337110', '-1', '337122', '337110', '337920']","Organize It All Bathroom Glass Chrome Finish and Rail Wall Mounting Shelf Shelves One Size Clear

Beautiful tempered glass wall mounted shelf compliments any bathroom
Rail finished in chrome keeps items secure
Product Dimensions 235 x 55 x 52
Neatly organize your bathroom essentials
Easy Assembly Stepbystep detailed instructions included"
B004BRC9R0,311330,"['311330', '311320', '0', '311330', '311330', '311330', '311320', '311320']","Nestle Hot Cocoa Mix Coco Supreme 175Pound Packages Pack of 3

Case of 3 bags of 175 lb Nestlé Hot Cocoa Mix Supreme
Formulated with the highest nonfat milk content 46 in the industry provides a creamy taste and a high overrun for lower per cup costs
Nestlés top of the line bulk hot cocoa product
Greater repeat sales once consumer knows you serve the Nestlé Hot Cocoa brand
Perfect for foodservice locations such as restaurants and convenience stores"
B000SSYQ3G,311421,"['311421', '311423', '311999', '311421', '311421', '325199']","Hunts Tomato Paste No Salt Added Keto Friendly 6 oz

Simmered with natural spices Hunts nosaltadded tomato paste is perfect in lowsodium chili soups and stews
Add body to sauces with the extrathick and rich texture made using concentrated strained tomatoes
No compromise Hunts Tomato Paste is 100 natural with no artificial preservatives
Hunts Tomato Paste adds a burst of rich tomato flavor to your recipes 365 days a year
Contains 6 oz of paste 30 calories per serving"
B00167SNSW,311520,"['311520', '311340', '0', '311520', '311340']","Topps Triple Power Push Pop Candy  16  Box
Topps Triple Power Push Pops  16  Box Eat one two or all three flavors at one time  any tasty combination you want Strawberry Watermelon and Blue Raspberry in one pop  Twisted Rainbow Sherbet Berry Blast and Strawberry Watermelon




"
B00R59HG0G,312112,"['312112', '312111', '312111', '312112', '311930']","Ozarka 100 Natural Spring Water 12 Ounce 12 Pack

12 ounce plastic bottle
12 Pack is perfect to keep on hand for active hydration needs
100 percent natural spring water zero calories no sweeteners and no artificial colors or flavors
Contains naturally balanced minerals for a pure crisp and refreshing taste
Every bottle is 100 percent recyclable excluding label and cap"
B07THWNWHL,311230,"['311221', '311230', '311230', '311230', '311230']","Bobs Red Mill Bulk Oats Quick Rolled Gluten Free 25 Pound

One 25 pound bulk bag
Gluten Free Vegan Vegetarian 100 Whole Grain Kosher Pareve
Manufactured in a dedicated gluten free facility R5ELISA tested gluten free
100 whole grain
Cooks in about 5 minutes"
B0757NG8VV,322291,"['314129', '322291', '322291', '322291', '322121', '322224']","Brawny Paper Towels 2 Roll Pack of 1

Brawny TearASquare 2ply premium white paper towel has a unique quarter sheet size option Brawny TearASquare provides a smaller sheet size option for your smaller tasks so that your roll can last longer
Brawny TearASquare paper towels offer three sheet size options in each paper towel roll full sheet half sheet and quarter sheet so you can use just what you need without the waste
Brawny TearASquare paper towels are strong absorbent and durable they are perfect for both tough messes and small everyday clean ups
Made with pulp sourced from the Sustainable Forestry Initiative Fiber Sourcing Standard
2 ROLLSROLLOS  128 2PLY SHEETS PER ROLLHOJAS DOBLES POR ROLLO  1075 SQ FTPIES CUAD 999m²  11 INPLG X 55INPLG 279 cm X 139 cm"
B011LI0UI6,311313,"['311313', '311412', '311412', '311313', '311313']","Honey Stinger Organic Waffles  Variety Pack With Sticker  14 Count  2 of Each Flavor  Energy Source for Any Activity  Honey Chocolate Caramel Gingersnap Vanilla Strawberry  Lemon
Variety pack includes Honey Stinger custom packaging  Honey Stinger Sticker Honey Stinger Organic Waffles 7Flavor Variety 2 x Honey 2 x Chocolate 2 x Caramel 2 x Gingersnap 2 x Vanilla 2 x Strawberry 2 x Lemon 106 oz each 14 count Honey Stinger Organic Waffles are a layer of honey sandwiched between two thin waffles They provide great tasting honeybased energy foods made with the finest ingredients Honey Stinger Organic Waffles are the only product of their kind thats certified USDA organic and available in a singleserving wrapper Great for before during or after activities such as running biking hiking skiing but also make a delicious snack Certified by KOFK Kosher Supervision Cuttingedge Kosher supervision foremost kosher certification agency in the US
Honey Stinger Organic Waffles are individually wrapped for a convenient source of energy for before during or after activities Variety pack comes with Honey Stinger STICKER  Honey Stinger custom packaging
Satisfy your taste buds with your morning coffee or keep you going as an afternoon snack
A thin layer of classic honey is sandwiched between two thin waffles making refueling simple  mess free
Certified USDA Organic Certified Kosher by KOFK Kosher Supervision
Packaging may differ from the picture shown above"
B01H7X0BGK,325620,"['325620', '325620', '315211', '325612', '325199']","Toms of Maine North Woods Mens 48Hour Natural Antiperspirant Deodorant 225 oz

We use only natural fragrances to help you smell and feel your best
No animal ingredients and no animal testing


"
B07B5KMVGF,339950,"['326211', '112310', '339950', '339950', '-1']","





"
B005BTNGH4,335228,"['335228', '335228', '335228', '335228', '325612']","Cascade Complete ActionPacs Dishwasher Detergent Fresh Scent 14 ea

Thats because every Pac is formulated with the greasefighting power of Dawn
Trust your dishes to Cascade Complete ActionPacs dishwasher detergent
Your new shortcut in the kitchen

"
B0001M0Z8O,311999,"['327213', '311999', '311930', '0', '311999']","Flavorganics Organic Almond Extract 2 Ounces Glass Bottle

Extract
Almond Extract


"
B00MQ50DBS,311920,"['0', '312111', '311920', '311920', '311920']","Eight OClock Coffee French Vanilla Coffee  18 ct





"
B07D78GLSM,312111,"['312111', '312111', '312111', '312111', '311930']","V8 Energy Healthy Energy Drink Natural Energy from Tea Orange Pineapple 8 Ounce Can

ENERGY DRINK MADE WITH JUICE V8 Energy is infused with carrot juice sweet potato juice and hints of sweet orange and tropical pineapple for a quenching and satisfying taste
HEALTHY ENERGY DRINK Each can has 1 combined serving of fruits and veggies from nonGMO sweet potatoes carrots apples pineapples and oranges just 50 calories and an excellent source of vitamin B
NATURAL STEADY ENERGY Made with caffeine naturally occurring in tea V8 Energy has the same amount of caffeine as the leading energy drink
ENERGY DRINK YOU CAN FEEL GOOD ABOUT V8 Energy is made with no added sugar no artificial colors is nonGMO and is glutenfree
V8 Energy Orange Pineapple ships as a single 8ounce recyclable can"
B014W0FMB0,311223,"['311223', '311223', '311223', '311223', '311612', '311225', '311942']","Organic Fair Trade Palestinian Crushed Thyme Olive Oil 250ml 845 Fl Oz
Canaan Fair Trade uses the fair trade concept to empower marginalized Palestinian rural communities caught in conflict so they can sustain their livelihoods and culture To that end they have built direct working relationships with these communities paying sustainable prices for their agricultural products to ensure fair wages for labor along the supply chain Canaan Fair Trade educates farmers about sustainable practices and support conversion to certified organic production brbr Ripe fine select native Palestinian Surri variety organic olives are blended with wild collection fresh basil at pressing The oil in the olives and the flavor in the produce are released together in the crushing process to give a very aromatic and tasty natural flavored olive oil brbr The classic flavor of fresh thyme is a crowdpleaser you cant go wrong when you add this oil to your recipes brbr bSuggested Usesb Caprese salad vinaigrettes drizzle over chicken mix into pasta for an added pesto flavor and use for bread dipping brbr 250 ML
This fine organic olive oil is made from rare organic surri olives which are blended with organic fresh purple basil during pressing
We love the taste of our wild thyme grown by women farmers so we crush it with olive oil to bring you a distinct flavor with herbal aroma We recommend it with chicken
The result is a very aromatic and tasty natural flavored olive oil
This remarkably fresh combination at the pressing allows the full rich olive oil flavor to blend with the added ingredients right from the start It is prepared only once a year during olive harvest
Suggested Uses Caprese salad vinaigrettes drizzle over chicken mix into pasta for an added pesto flavor and use for bread dipping"
B01D2FL0GC,311340,"['311340', '311340', '311340', '327215', '0']","Orihiro Plan du Puru do and konjac Jelly Pouch Apple  20gx12 or Grape
Orihiro Konnyaku Jelly Konjac Jelly Apple and Grape  20gx12 1 Bags Japan Import
Orihiro Konnyaku Jelly
Apple and Grape Taste
20gx12 1 Bags

"
B00MXL86PU,-1,"['0', '-1', '-1', '311821', '311821', '311911']","Van Camps Baked Flavor Beanee Weenee 775 Ounce

775 oz can of Van Camps Baked Beanee Weenee
Canned beans in tomato sauce with hot dog bites
Van Camps Baked Beanee Weenee packs a natural smoky flavor
Our hot dogs are made from chicken and sliced thin
Van Camps Beanee Weenee can be microwaved in a microwave safe container or heated via stovetop"
B0842G7F9P,339994,"['333319', '339994', '339994', '325612', '339994', '325612', '339994']","Vozada Microfiber Car Duster Wash Mop with Extendable Handle for Exterior and Interior Lint Free  Scratch Free Cleaning Brush Cleaning Tool Gray
brKeeping your car interior spotless clean is something that can be achieved with a good car duster brbr Vozada gives one of the best car duster brush with a telescopic handle This microfiber brush gives easy access You get a scratchfree cleaning for both interior and exterior provided by the high quality duster Made of stainless steel the telescopic rod gives durable and longterm performance free from rust and corrosion brbr bFeaturesb brbr Size Larger dusters are more suited for removing particles from the exterior surface areaThe Vozada Car Duster has a 16inchby47inch microfiber dusting surface that clings to dirt and dust brbr Performance A car dusting mop will remove the dust with one swipe over a particular surface area You dont want a product that simply moves the dust from one spot to another or just releases it into the air The best car duster will trap the dust until it is shaken off or washed brbr Leave NO Streaks It does not leave streaks like some other products do or scratch the surface or leave behind a waxy residue The highquality padded handle makes it more comfortable to use and the extendable telescoping handle is strong It works well on black vehicles which often show every speck of dust brbr Telescopic Extendable Handle If you have a large truckSUV or have trouble bendingmoving due to a physical ailment you may want a duster with a telescoping handle It will allow you to reach several areas of the vehicle much more easily Telescopic handles are also effective on tall cars with high roofs Plastic and metal are common materials instead of a more traditional wooden handle brbr bSpecificationsb brMaterial MicrofiberSteel brSize 167Lx47W brWeight06lb brColor Blue brbr bPackage Includedb br1x Microfiber Car Duster Brush
ANTISCRATCH MICROFIBER DUSTER This car duster is made of super soft microfiber that ensure its longevity it wont fall apart with long time use Wont scratch your vehicle and lint free Safe on All Paint Jobs and Finishes
EXTENDABLE HANDLE WITH FOAM GRIP The car duster can reach from the standard 275 to 33 to clear the car roof  You can retract the pole once finish work and pack it in the free convenient storage pouch to save space
REMOVES DUST QUICKLYEFFICIENTLY Waxtreated fibers easily collect dust from cars trucks RVs and boats Great for interior and exterior dusting by just simply swipe it across the dashboard and other areas to remove the dusts
MULTIFUNCTIONAL DUSTER BRUSH Not only for for car washing waxing cleaning dusting it can also be used for your home clean job such as kitchen counterstables  dressers soft leather furnitures and so on
REMOVABLEWASHABLE MITT The duster glove is extra absorbent washable and reusable which allows you to clean or replace the mop head once it wears out from use A must have for your car and home"
B0014CUFBM,311821,"['311821', '311911', '311330', '311821', '311911', '311821']","REESES Peanut Butter Cups 15oz

Great for parties and everyday snacking
The perfect combination of chocolate and peanut butter
Easy to share with another REESES lover
Gluten free and kosher
"
B01C9B6G6Y,311941,"['311941', '311941', '311942', '311942', '311942', '311941']","Naples Drizzle The Italian Hot Sauce  Classic Pepperolio  Condiment  Ingredient Premium EVOO with Hot Chili Flakes Pizza  Pasta Condiment 100 Pure EVOO Vegan GlutenFree  Paleo

Classic Italian Chili Oil
Drizzle on Everything Italian
Use as a Condiment or an Ingredient
Also Pairs Perfectly with Rice and Noodle Dishes
Enhances all Foods and Does Not Change the Flavor"
B08NYWQ67Z,311320,"['311320', '311330', '311320', '311330', '311320', '311821']","Enjoy Life Foods Baking Chocolate Soy free Nut free Gluten free Semi Sweet Chocolate Chunks 120 Ounce Pack of 12

Contains 12 10 oz bags of Enjoy Life Baking Chocolate SemiSweet Mega Chunks Chocolate Chips
Larger dairyfree chocolate chips crafted from premium chocolate made with only 3 ingredients
Semisweet chocolate chips that are free from 14 common allergens including dairy nuts and soy
Certified vegan chocolate chips are NonGMO Project Verified and are certified gluten free kosher and halal
All Enjoy Life products are gluten free wheat free peanut free dairy free tree nut free soy free casein free sulfite free egg free lupin free sesame free fish free mustard free crustacean free and shellfish free"
B004DBY1KW,325199,"['-1', '325199', '325199', '322291', '0']","Method Gel Hand Wash Refill Pouch Free of Dyes  Perfumes 34 Fl Oz Pack of 1

Refills your Method teardrop bottle 3 times
Smaller footprint for compact storage
Triclosanfree

"
B08JCJ4BD8,311920,"['311920', '311920', '325412', '311920', '311920', '311920']","Tadin Tea Aloe Vera With Cactus 24 Bags  Te De Sabila Con Nopal Diabetic Tea Helps control Blood Sugar  Cholesterole levels

Diabetic Tea  Helps regulate you blood sugar
Enhance digestive system
Helps to control and cure stomach ulcers
Lower blood pressure
Lowers Cholesterole"
B07CKK2QDW,311991,"['311991', '311991', '311991', '311823', '311991']","Compleats Microwave Meals Beef Stroganoff Pack Of 6

Protein packed with 10 grams per meal no artificial ingredients
Shelf stable no refrigeration needed
Affordable and easy to use
Prepared meals fully cooked ready to eat in 60 seconds
9 ounce microwave meal"
